X,Y,OBJECTID,Country_IS,ID,Original_D,ID_in_orig,Deposit_na,Mining_com,Province_D,Status,Longitude_,Latitude_Y,Comment,Author,Deposit_ty,Morphology,Morpholo_1,Mineralisa,Mineralogy,Mineralo_1,Hydrotherm,Hydrothe_1,Age_strati,Host_rock_,Host_rock1,Host_roc_1,Exploitati,Exploita_1,Commodity_,Commodity1,Commodit_1,Commodit_2,Commodit_3,Commodit_4,Commodit_5,Commodit_6,Commodit_7
29.589356,-1.130171,165,UGA,UGA-00229,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn20,Nyalutembe 1,,Southwestern Uganda,Deposit or prospect of unknown status,29.58935600000,-1.13017100000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
29.606565,-1.153679,166,UGA,UGA-00230,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn21,Nyalutembe 2,,Southwestern Uganda,Deposit or prospect of unknown status,29.60656500000,-1.15367900000,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Cassiterite,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Tin (Cassiterite),,,,,,,,
29.624989,-1.168139,168,UGA,UGA-00232,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Ta23,Kihimbi,Semliki Mineral Resources Co.Ltd.,Southwestern Uganda-Kisoro District,Deposit of unknown status,29.62498900000,-1.16813900000,"By 2003, the economic viability of the prospect was being envestigated by Semliki Mineral Resources Co.Limited under Exploration Propective Licence No.4537.A sample from the area assayed 35% Ta205 and 55% Nb205 respectively.Columbite and Tantalum are peg",Isa.Lugaizi and Edward Marimira,"Pegmatites:  Nb-Ta, Sn",Pockets,,,Columbo-tantalite,,,,Mesoproterozoic,Karagwe-Ankolean System,"Quartzite, quartz sandstone",,Mining method unkown,,Columbite-Tantalite,,,,,,,,
29.639348,-1.177653,169,UGA,UGA-00233,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn24,Nyamagana 3,,Southwestern Uganda,Deposit or prospect of unknown status,29.63934800000,-1.17765300000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,Precambrian ?,Cassiterite,,,,Mesoproterozoic?/Precambrian?.,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
29.6425,-1.188523,170,UGA,UGA-00234,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn25,Nyamagana 4,,Southwestern Uganda,Deposit or prospect of unknown status,29.64250000000,-1.18852300000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
29.656262,-1.205204,171,UGA,UGA-00235,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn26,Nyamagana 5,,Southwestern Uganda,Deposit of unknown status,29.65626200000,-1.20520400000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
29.651941,-1.215524,172,UGA,UGA-00236,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn27,Nyamagana 6 (Lake Mutanda),,Southwestern Uganda,Deposit of unknown status,29.65194100000,-1.21552400000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
29.720855,-1.2441,173,UGA,UGA-00238,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",W29,Kisoro NE 1,,Southwestern Uganda,Deposit of unknown status,29.72085500000,-1.24410000000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Wolfram (Tungsten),,,,,,,,
29.724953,-1.257135,174,UGA,UGA-00239,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",WSn30,Kisoro NE 2,,Southwestern Uganda,Deposit of unknown status,29.72495300000,-1.25713500000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Wolfram (Tungsten),Tin (metal),,,,,,,
29.726747,-1.238125,175,UGA,UGA-00240,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",SnW31,Kisoro NE 3,,Southwestern Uganda,Deposit or prospect of unknown status,29.72674700000,-1.23812500000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),Wolfram (WO3),,,,,,,
29.740202,-1.256045,176,UGA,UGA-00241,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn32,Kagoma area 1,,Southwestern Uganda,Deposit or prospect of unknown status,29.74020200000,-1.25604500000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
29.751728,-1.258418,177,UGA,UGA-00242,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn33,Kagoma area 2,,Southwestern Uganda,Deposit or prospect of unknown status,29.75172800000,-1.25841800000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
29.758614,-1.268309,178,UGA,UGA-00243,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",WSn34,Kagoma area 3,,Southwestern Uganda,Deposit of unknown status,29.75861400000,-1.26830900000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,"Quartzite, quartz sandstone",Mining method unkown,,Wolfram (Tungsten),Tin (metal),,,,,,,
29.768565,-1.266028,179,UGA,UGA-00244,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn35,Kagoma area 4,,Southwestern Uganda,Deposit or prospect of unknown status,29.76856500000,-1.26602800000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,"Quartzite, quartz sandstone",Mining method unkown,,Tin (Cassiterite),,,,,,,,
29.77524,-1.300199,180,UGA,UGA-00245,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",W36,Kagoma area 5,,Southwestern Uganda,Deposit of unknown status,29.77524000000,-1.30019900000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Wolfram (Tungsten),,,,,,,,
29.788021,-1.305357,181,UGA,UGA-00246,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",WSn37,Kagoma area 6,,Southwestern Uganda,Deposit or prospect of unknown status,29.78802100000,-1.30535700000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Wolfram (Tungsten),Tin (metal),,,,,,,
29.784197,-1.357377,182,UGA,UGA-00248,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn39,Vugamba Range,,Southwestern Uganda,Deposit or prospect of unknown status,29.78419700000,-1.35737700000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
29.806722,-1.235136,183,UGA,UGA-00249,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",AuSn40,Mulindi River 1,,Southwestern Uganda,Deposit or prospect of unknown status,29.80672200000,-1.23513600000,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,Cassiterite,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,Tin (metal),,,,,,,
29.72367,-1.163435,184,UGA,UGA-00250,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Au41,Mulindi River 2,,Southwestern Uganda,Deposit or prospect of unknown status,29.72367000000,-1.16343500000,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
29.731185,-1.175815,185,UGA,UGA-00251,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Au42,Mulindi River 3,,Southwestern Uganda,Deposit or prospect of unknown status,29.73118500000,-1.17581500000,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
29.73614,-1.168917,186,UGA,UGA-00252,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Au43,Mulindi River 4,,Southwestern Uganda,Deposit or prospect of unknown status,29.73614000000,-1.16891700000,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,"Quartzite, quartz sandstone",,,Gold,,,,,,,,
29.819245,-1.172145,187,UGA,UGA-00255,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",W46,Rwankuba,,Southwestern Uganda,Deposit of unknown status,29.81924500000,-1.17214500000,,Deschamps Y.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)","Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Wolfram (Tungsten),,,,,,,,
29.847545,-1.250902,188,UGA,UGA-00256,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Au47,Mukyibara,,Southwestern Uganda,Deposit or prospect of unknown status,29.84754500000,-1.25090200000,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
29.885027,-1.025891,189,UGA,UGA-00257,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",W48,Mafuga,,Southwestern Uganda,Deposit or prospect of unknown status,29.88502700000,-1.02589100000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Wolfram (Tungsten),,,,,,,,
29.926018,-1.103587,190,UGA,UGA-00258,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",AuSnPbBiWCu49,Karungu,,Southwestern Uganda,Deposit or prospect of unknown status,29.92601800000,-1.10358700000,,Deschamps Y.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)","Atypical, unspecified or ill-defined form",,,Unspecified Sulphide,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Gold,Tin (metal),Lead (metal),Bismuth (metal),Wolfram (WO3),Copper (metal),,,
29.900019,-1.140858,191,UGA,UGA-00259,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Fe50,Kumba,,Southwestern Uganda,Deposit or prospect of unknown status,29.90001900000,-1.14085800000,,Deschamps Y.,"Fe and Mn sedimentary deposits: Fe, Mn",Stratiform bed: single or multi-layered (syn-depositional with host rock),,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Iron  Ore,,,,,,,,
29.955728,-1.234865,193,UGA,UGA-00261,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Fe52,Rutoma (UGA),,Southwestern Uganda,Deposit or prospect of unknown status,29.95572800000,-1.23486500000,,Deschamps Y.,"Fe and Mn sedimentary deposits: Fe, Mn",Stratiform bed: single or multi-layered (syn-depositional with host rock),,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Iron  Ore,,,,,,,,
29.911593,-1.45432,195,UGA,UGA-00263,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",AuSn54,Mogera River,,Southwestern Uganda,Deposit or prospect of unknown status,29.91159300000,-1.45432000000,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,Cassiterite,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Gold,Tin (metal),,,,,,,
30.038356,-1.363361,196,UGA,UGA-00264,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Fe55,Buhara,,Southwestern Uganda,Deposit or prospect of unknown status,30.03835600000,-1.36336100000,,Deschamps Y.,"Fe and Mn sedimentary deposits: Fe, Mn",Stratiform bed: single or multi-layered (syn-depositional with host rock),,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",Conglomerate,Mining method unkown,,Iron  Ore,,,,,,,,
29.980848,-1.217504,197,UGA,UGA-00265,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Fe56,Kashekye,,Southwestern Uganda,Deposit or prospect of unknown status,29.98084800000,-1.21750400000,,Deschamps Y.,"Fe and Mn sedimentary deposits: Fe, Mn",Stratiform bed: single or multi-layered (syn-depositional with host rock),,,,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",Conglomerate,Mining method unkown,,Iron  Ore,,,,,,,,
30.080661,-1.047697,198,UGA,UGA-00266,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Be57,Kacherere area 1,,Southwestern Uganda,Deposit or prospect of unknown status,30.08066100000,-1.04769700000,,Deschamps Y.,"Pegmatites: Sn, Nb-Ta, Li-Be, gemstones, cryolite, mica, etc.",Discordant envelope of disseminated ore,,,,,,,Mesoproterozoic,,Pegmatite,Gneiss,Mining method unkown,,Beryl,,,,,,,,
30.123223,-1.043877,199,UGA,UGA-00267,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",BeTaNb58,Kacherere area 2,,Southwestern Uganda,Deposit or prospect of unknown status,30.12322300000,-1.04387700000,,Deschamps Y.,"Pegmatites: Sn, Nb-Ta, Li-Be, gemstones, cryolite, mica, etc.",Discordant envelope of disseminated ore,,,,,,,Mesoproterozoic,,Pegmatite,Granite (s.l.),Mining method unkown,,Beryl,Tantalum (Ta2O5),Niobium - columbium (Nb2O5),,,,,,
30.127497,-1.019285,200,UGA,UGA-00268,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",BeTaNb59,Kacherere area 3,,Southwestern Uganda,Deposit or prospect of unknown status,30.12749700000,-1.01928500000,,Deschamps Y.,"Pegmatites: Sn, Nb-Ta, Li-Be, gemstones, cryolite, mica, etc.","Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Beryl,Tantalum (Ta2O5),Niobium - columbium (Nb2O5),,,,,,
30.147988,-1.110146,201,UGA,UGA-00269,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn60,Rushenyi area 1 (Rwezi ?),,Southwestern Uganda,Deposit or prospect of unknown status,30.14798800000,-1.11014600000,,Deschamps Y.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)","Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Granite (s.l.),,Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.197842,-1.232385,202,UGA,UGA-00270,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",NbTa61,Kamwezi,,Southwestern Uganda,Deposit or prospect of unknown status,30.19784200000,-1.23238500000,,Deschamps Y.,"Granitic and peri-granitic veins and stockworks (greisen): Sn-W, (Cu, Bi, Sb, base metals)","Atypical, unspecified or ill-defined form",,,Columbite,,,,,,Gneiss,,Mining method unkown,,Columbite-Tantalite,,,,,,,,
30.190842,-1.267877,203,UGA,UGA-00271,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",SnTaNb62,Kyogo,,Southwestern Uganda,Deposit of unknown status,30.19084200000,-1.26787700000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,Columbite,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),Niobium - columbium (Nb2O5),,,,,,,
30.198978,-1.205343,204,UGA,UGA-00272,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",SnTaNb63,Burama Hill area 1,,Southwestern Uganda,Deposit or prospect of unknown status,30.19897800000,-1.20534300000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.216976,-1.20081,205,UGA,UGA-00273,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Be64,Burama Hill area 2,,Southwestern Uganda,Deposit or prospect of unknown status,30.21697600000,-1.20081000000,,Deschamps Y.,"Pegmatites: Sn, Nb-Ta, Li-Be, gemstones, cryolite, mica, etc.","Atypical, unspecified or ill-defined form",,,,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Beryl,,,,,,,,
30.221895,-1.187402,206,UGA,UGA-00274,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn65,Burama Hill area 3,,Southwestern Uganda,Deposit or prospect of unknown status,30.22189500000,-1.18740200000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.22247,-1.17528,207,UGA,UGA-00275,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",NbTa66,Burama Hill area 4,,Southwestern Uganda,Deposit or prospect of unknown status,30.22247000000,-1.17528000000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Columbite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Columbite-Tantalite,,,,,,,,
30.212148,-1.156122,208,UGA,UGA-00276,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",SnBeTaNb67,Burama Hill area 5,,Southwestern Uganda,Deposit or prospect of unknown status,30.21214800000,-1.15612200000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.236694,-1.069831,209,UGA,UGA-00277,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn68,Irumba River,,Southwestern Uganda,Deposit or prospect of unknown status,30.23669400000,-1.06983100000,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Cassiterite,,,,Mesoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.241686,-1.164526,210,UGA,UGA-00279,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",BeTaNb70,Burama Hill area 7,,Southwestern Uganda,Deposit or prospect of unknown status,30.24168600000,-1.16452600000,,Deschamps Y.,"Pegmatites: Sn, Nb-Ta, Li-Be, gemstones, cryolite, mica, etc.","Atypical, unspecified or ill-defined form",,,Columbite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Beryl,Niobium - columbium (Nb2O5),,,,,,,
30.261878,-1.165877,211,UGA,UGA-00280,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn71,Burama Hill area 8,,Southwestern Uganda,Deposit or prospect of unknown status,30.26187800000,-1.16587700000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.2562,-1.142017,212,UGA,UGA-00282,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn73,Burama Hill area 10,,Southwestern Uganda,Deposit or prospect of unknown status,30.25620000000,-1.14201700000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Gneiss,Schist,Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.634286,-1.006773,213,UGA,UGA-00284,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn75,Kikagati area 2,,Southern Uganda,Deposit or prospect of unknown status,30.63428600000,-1.00677300000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.633108,-1.026009,214,UGA,UGA-00285,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn76,Kikagati area 3,,Southern Uganda,Deposit of unknown status,30.63310800000,-1.02600900000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.640599,-1.041442,215,UGA,UGA-00286,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn77,Kikagati area 4,,Southern Uganda,Deposit of unknown status,30.64059900000,-1.04144200000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.655709,-1.017113,216,UGA,UGA-00287,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn78,Kikagati area 5,,Southern Uganda,Deposit of unknown status,30.65570900000,-1.01711300000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.66629,-1.030034,217,UGA,UGA-00288,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn79,Kikagati area 6,,Southern Uganda,Deposit of unknown status,30.66629000000,-1.03003400000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.670984,-1.04332,218,UGA,UGA-00289,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn80,Kikagati area 7,,Southern Uganda,Deposit of unknown status,30.67098400000,-1.04332000000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,"Quartzite, quartz sandstone",,Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.183519,-1.142114,219,UGA,UGA-00290,"Sheet S.A. 36-5 Kabale 1/250 000, 1961",Sn81,Rushenyi area 2 (Rwezi ?),,Southwestern Uganda,Deposit or prospect of unknown status,30.18351900000,-1.14211400000,,Deschamps Y.,Unspecified ore deposit type,"Atypical, unspecified or ill-defined form",,,Cassiterite,,,,Mesoproterozoic,,Schist,Micaschiste (s.l.),Mining method unkown,,Tin (Cassiterite),,,,,,,,
30.338974,-0.218431,222,UGA,UGA-00293,"CCGM - Council, 1999",1907,Kibale,,Buhweju district,Group of  mineral occcurrences,30.33897400000,-0.21843100000,"N/A ;CCGM - Council, 1999, 1907. 30,35 / -0,2 ;H10 ;D30 . Diam, Au, ; Orient :; Pend :.

Blanchot, 1978 (Carte, indices)	Diam - 00001 ; 30,375942 / -0,192283 ; H12/D30",Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,Diamond,,,Mesoproterozoic,,Unspecified alluvium,"Quartzite, quartz sandstone",Mining method unkown,,Gold,"Diamond, industrial and gemstone (substance)",,,,,,,
30.37574,-0.31019,223,UGA,UGA-00294,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",AuDiam87,Kayanza River 87,,Buhweju district,Group of  mineral occcurrences,30.37574000000,-0.31019000000,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,Diamond,,,Mesoproterozoic,,Unspecified alluvium,,Mining method unkown,,Gold,"Diamond, industrial and gemstone (substance)",,,,,,,
30.37591,-0.32974,224,UGA,UGA-00295,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",AuDiam88,Kayanza River 88,,Buhweju district,Group of  mineral occcurrences,30.37591000000,-0.32974000000,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,Diamond,,,Mesoproterozoic,,Unspecified alluvium,,Mining method unkown,,Gold,"Diamond, industrial and gemstone (substance)",,,,,,,
30.29856,-0.207285,225,UGA,UGA-00296,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",AuTa71,Chonyo River 71,,Buhweju district,Group of  mineral occcurrences,30.29856000000,-0.20728500000,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,Columbo-tantalite,,,Mesoproterozoic,,Unspecified alluvium,,Mining method unkown,,Gold,Tantalum (Ta2O5),,,,,,,
30.42132,-0.20908,226,UGA,UGA-00297,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au100,Mabonwu,,Buhweju district,Group of  mineral occcurrences,30.42132000000,-0.20908000000,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Paleoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.44724,-0.19055,227,UGA,UGA-00298,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au101,UGA - Mbarara Au 101,,Buhweju district,Deposit or prospect of unknown status,30.44724000000,-0.19055000000,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Paleoproterozoic,,Unspecified alluvium,Schist,Mining method unkown,,Gold,,,,,,,,
30.264332,-0.462485,228,UGA,UGA-00299,"Sheet S.A. 36-1 Mbarara 1/250 000, 1961",Au105,UGA - Mbarara Au 105,,,Deposit or prospect of unknown status,30.26433200000,-0.46248500000,,Deschamps Y.,"Alluvial-eluvial placers: Au, Pt, Sn,Ti, REE, diamond, gemstones, (Zr, etc.)",Present-day or recent placers,,Quaternary,Gold,,,,Paleoproterozoic,,Unspecified alluvium,Micaschiste (s.l.),Mining method unkown,,Gold,,,,,,,,
